,country_name,email,email_body,name_of_id_number,subject,prompt,sent
24,BURUNDI,Burundi.london@gmail.com,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Burundi, as a foreign investor (no residence in Burundi).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Burundi, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Numéro d'Identification Fiscale (NIF). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a NIF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Numéro d'Identification Fiscale (NIF),How should I get a Numéro d'Identification Fiscale (NIF) in Burundi?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Burundi, but I want to get information on how to get an ID number for taxpayers in Burundi.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Burundi. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Burundi asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Burundi.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Burundi. Make sure to customize the information for Burundi. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Burundi: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Burundi?
Body:
```md
[FILL]
```
",True
25,CAMBODIA,cambodianembassy@btconnect.com,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Cambodia, as a foreign investor (no residence in Cambodia).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Cambodia, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the TIN (Tax Identification Number). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a TIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",TIN (Tax Identification Number),How should I get a TIN (Tax Identification Number) in Cambodia?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Cambodia, but I want to get information on how to get an ID number for taxpayers in Cambodia.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Cambodia. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Cambodia asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Cambodia.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Cambodia. Make sure to customize the information for Cambodia. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Cambodia: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Cambodia?
Body:
```md
[FILL]
```
",True
26,CANADA,DUBLNG@international.gc.ca,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Canada, as a foreign investor (no residence in Canada).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Canada, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Social Insurance Number (SIN). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a SIN from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Social Insurance Number (SIN),How should I get a Social Insurance Number (SIN) in Canada?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Canada, but I want to get information on how to get an ID number for taxpayers in Canada.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Canada. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Canada asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Canada.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Canada. Make sure to customize the information for Canada. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Canada: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Canada?
Body:
```md
[FILL]
```
",True
27,CHILE,echile.irlanda@minrel.gob.cl,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Chile, as a foreign investor (no residence in Chile).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Chile, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the RUT (Run Individual Taxpayer Identification). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a RUT from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",RUT (Run Individual Taxpayer Identification),How should I get a RUT (Run Individual Taxpayer Identification) in Chile?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Chile, but I want to get information on how to get an ID number for taxpayers in Chile.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Chile. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Chile asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Chile.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Chile. Make sure to customize the information for Chile. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Chile: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Chile?
Body:
```md
[FILL]
```
",True
28,CHINA,pa.chineseembassy.ie@gmail.com,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in China, as a foreign investor (no residence in China).

In order to do that, I am trying to understand the process of obtaining the numbers that identify taxpayers in China, to be able to declare the relevant information to the tax authorities.

I have been told that the numbers I should get are either the Social Insurance Number (SI Number) or the Individual Income Tax Number (IIT Number). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a SI Number or IIT Number from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Social Insurance Number (SI Number) or Individual Income Tax Number (IIT Number),How should I get a Social Insurance Number (SI Number) or Individual Income Tax Number (IIT Number) in China?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in China, but I want to get information on how to get an ID number for taxpayers in China.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for China. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of China asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of China.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of China. Make sure to customize the information for China. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in China: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in China?
Body:
```md
[FILL]
```
",True
29,COLOMBIA,eirlanda@cancilleria.gov.co,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Colombia, as a foreign investor (no residence in Colombia).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Colombia, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Cédula de Ciudadanía y Contribuente (Cédula de Contribuente). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a Cédula de Ciudadanía y Contribuente from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Cédula de Ciudadanía y Contribuente (Cédula de Contribuente),How should I get a Cédula de Ciudadanía y Contribuente (Cédula de Contribuente) in Colombia?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Colombia, but I want to get information on how to get an ID number for taxpayers in Colombia.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Colombia. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Colombia asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Colombia.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Colombia. Make sure to customize the information for Colombia. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Colombia: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Colombia?
Body:
```md
[FILL]
```
",True
30,COSTA RICA,info@costaricanembassy.co.uk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Costa Rica, as a foreign investor (no residence in Costa Rica).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Costa Rica, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the Tributario (Taxpayer Identification Number). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a Tributario from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Tributario (Taxpayer Identification Number),How should I get a Tributario (Taxpayer Identification Number) in Costa Rica?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Costa Rica, but I want to get information on how to get an ID number for taxpayers in Costa Rica.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Costa Rica. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Costa Rica asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Costa Rica.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Costa Rica. Make sure to customize the information for Costa Rica. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Costa Rica: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Costa Rica?
Body:
```md
[FILL]
```
",True
31,CROATIA,croemb.dublin@mvep.hr,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Croatia, as a foreign investor (no residence in Croatia).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Croatia, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the OIB (Osebna Idenčka Broj). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an OIB from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",OIB (Osebna Idenčka Broj),How should I get an OIB (Osebna Idenčka Broj) in Croatia?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Croatia, but I want to get information on how to get an ID number for taxpayers in Croatia.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Croatia. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Croatia asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Croatia.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Croatia. Make sure to customize the information for Croatia. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Croatia: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Croatia?
Body:
```md
[FILL]
```
",True
32,CYPRUS,dublinembassy@mfa.gov.cy,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Cyprus, as a foreign investor (no residence in Cyprus).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Cyprus, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the TAX ID Number (Αριθμός Φορολογικής Αναγνώρισης). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a TAX ID Number from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",TAX ID Number (Αριθμός Φορολογικής Αναγνώρισης),How should I get a TAX ID Number (Αριθμός Φορολογικής Αναγνώρισης) in Cyprus?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Cyprus, but I want to get information on how to get an ID number for taxpayers in Cyprus.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Cyprus. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Cyprus asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Cyprus.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Cyprus. Make sure to customize the information for Cyprus. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Cyprus: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Cyprus?
Body:
```md
[FILL]
```
",True
33,CZECH REPUBLIC,Dublin@embassy.mzv.cz,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in the Czech Republic, as a foreign investor (no residence in Czech Republic).

In order to do that, I am trying to understand the process of obtaining the numbers that identify taxpayers in the Czech Republic, to be able to declare the relevant information to the tax authorities.

I have been told that the numbers I should get are either the Identification Number (IČ) or the Tax Identification Number (DIČ). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get an IČ or DIČ from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",Identification Number (IČ) or Tax Identification Number (DIČ),How should I get an Identification Number (IČ) or Tax Identification Number (DIČ) in Czech Republic?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Czech Republic, but I want to get information on how to get an ID number for taxpayers in Czech Republic.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Czech Republic. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Czech Republic asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Czech Republic.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Czech Republic. Make sure to customize the information for Czech Republic. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Czech Republic: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Czech Republic?
Body:
```md
[FILL]
```
",True
34,DENMARK,dubamb@um.dk,"Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Denmark, as a foreign investor (no residence in Denmark).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Denmark, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPR (Civil Personal Register) Number. Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPR Number from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.",CPR (Civil Personal Register) Number,How should I get a CPR (Civil Personal Register) Number in Denmark?,"# Context
I am a resident in Ireland with Spanish citizenship.

I am looking forward to invest in Denmark, but I want to get information on how to get an ID number for taxpayers in Denmark.

For example, in Ireland, the ID number for taxpayers is the Personal Public Service (PPS) Number. I would like to get something like this, but for Denmark. I have searched online but I couldn't find anything on the country.

Write an email to the embassy of Denmark asking if they have any more information on how I should get this number. I am a citizen of Spain with permanent residence in Ireland. I am not a resident of Denmark.

To write the email, first write some background information on the country. You should then user this information to customize the email to the embassy.

# Example
For example, for Brazil, you should write:

Background information:
Name of the ID number for taxpayers in Brazil: CPF (Cadastro de Pessoas Físicas)

Customized email to the embassy:

Subject: How should I get a CPF (Cadastro de Pessoas Físicas) in Brazil?
Body:
```md
Dear Sir/Madam,

I hope this email finds you well.

I am a Spanish citizen (Spanish passport) with permanent residence in Ireland. I am looking forward to investing in Brazil, as a foreign investor (no residence in Brazil).

In order to do that, I am trying to understand the process of obtaining the number that identifies taxpayers in Brazil, to be able to declare the relevant information to the tax authorities.

I have been told that the number I should get is the CPF (Cadastro de Pessoas Físicas). Feel free to correct me if I am wrong.

I have searched online, but I couldn't find any information on how to get a CPF from abroad. This is why I am reaching out to you for guidance. If you could provide me with information on the process or direct me to the relevant authorities, I would greatly appreciate it.

Thank you very much for your attention to this matter. I look forward to your response and any help you can provide.
```

# Task
Now, write the email to the embassy of Denmark. Make sure to customize the information for Denmark. Follow the template below. Make sure to replace the placeholders ([FILL]) with the correct information.

Background information:
Name of the ID number for taxpayers in Denmark: [FILL]

Customized email to the embassy:

Subject: How should I get a [FILL] in Denmark?
Body:
```md
[FILL]
```
",True
